0x30A1,"ァ",0.0917125,0.0208,0.12025,0.09185,0.13395,
0x30A2,"ア",0.1255375,0,0.14195,0.14755,0.21265,
0x30A3,"ィ",0.07063125,0.099225,0.082875,0.013,0.087425,
0x30A4,"イ",0.0964625,0.109275,0.028075,0.09375,0.15475,
0x30A5,"ゥ",0.091625,0.1029,0.054925,0.1044,0.104275,
0x30A6,"ウ",0.1278375,0.110175,0.045675,0.177775,0.177725,
0x30A7,"ェ",0.0951125,0.1116,0.125925,0.073025,0.0699,
0x30A8,"エ",0.12783125,0.12625,0.14175,0.13205,0.111275,
0x30A9,"ォ",0.10675,0.110825,0.1001,0.072425,0.14365,
0x30AA,"オ",0.14496875,0.10645,0.111425,0.121925,0.240075,
0x30AB,"カ",0.14916875,0.132325,0.125925,0.19955,0.138875,
0x30AC,"ガ",0.16826875,0.1344,0.1291,0.199375,0.2102,
0x30AD,"キ",0.1445125,0.15365,0.1026,0.185175,0.136625,
0x30AE,"ギ",0.1606625,0.1587,0.102375,0.185025,0.19655,
0x30AF,"ク",0.12103125,0.07315,0.082625,0.16745,0.1609,
0x30B0,"グ",0.1379875,0.06225,0.094975,0.175525,0.2192,
0x30B1,"ケ",0.1216625,0.05215,0.0897,0.181275,0.163525,
0x30B2,"ゲ",0.1403875,0.051325,0.093125,0.182675,0.234425,
0x30B3,"コ",0.1263375,0.164475,0.091,0.0846,0.165275,
0x30B4,"ゴ",0.14610625,0.1587,0.098525,0.0945,0.2327,
0x30B5,"サ",0.14531875,0.097625,0.05765,0.2138,0.2122,
0x30B6,"ザ",0.1646125,0.0967,0.0628,0.22125,0.2777,
0x30B7,"シ",0.1052,0.097775,0.099175,0.15595,0.0679,
0x30B8,"ジ",0.12439375,0.09715,0.1014,0.1551,0.143925,
0x30B9,"ス",0.12958125,0.13565,0.135725,0.0831,0.16385,
0x30BA,"ズ",0.14746875,0.136225,0.138875,0.08525,0.229525,
0x30BB,"セ",0.149325,0.12205,0.112325,0.208425,0.1545,
0x30BC,"ゼ",0.1686,0.123575,0.117575,0.20855,0.2247,
0x30BD,"ソ",0.09095625,0.08165,0.06895,0.0986,0.114625,
