0x4E00,"一",0.06015625,0,0,0.1203,0.120325,
0x4E01,"丁",0.11968125,0.07935,0.07895,0.136125,0.1843,
0x4E02,"丂",0.14900625,0.1357,0.031025,0.239825,0.189475,
0x4E03,"七",0.14340625,0.1261,0.11975,0.2212,0.106575,
0x4E04,"丄",0.10560625,0.138075,0.159425,0.0784,0.046525,
0x4E05,"丅",0.105175,0.04075,0.069375,0.1678,0.142775,
0x4E06,"丆",0.10318125,0,0.100875,0.187,0.12485,
0x4E07,"万",0.17999375,0.149875,0.1331,0.2216,0.2154,
0x4E08,"丈",0.1733125,0.12655,0.19985,0.163625,0.203225,
0x4E09,"三",0.1423375,0.113325,0.11345,0.1709,0.171675,
0x4E0A,"上",0.1321875,0.1296,0.1794,0.104525,0.115225,
0x4E0B,"下",0.131175,0.0177,0.095225,0.190925,0.22085,
0x4E0C,"丌",0.1561125,0.10465,0.1226,0.198175,0.199025,
0x4E0D,"不",0.1676625,0.084425,0.1441,0.2396,0.202525,
0x4E0E,"与",0.18010625,0.21685,0.1374,0.202975,0.1632,
0x4E0F,"丏",0.2025625,0.2223,0.104925,0.22915,0.253875,
0x4E10,"丐",0.19426875,0.1803,0.04825,0.27655,0.271975,
0x4E11,"丑",0.2318125,0.190475,0.192225,0.27895,0.2656,
0x4E12,"丒",0.22163125,0.241125,0.178925,0.227625,0.23885,
0x4E13,"专",0.1918,0.188675,0.1008,0.29065,0.187075,
0x4E14,"且",0.2295375,0.244325,0.239225,0.214825,0.219775,
0x4E15,"丕",0.20186875,0.15165,0.17275,0.248525,0.23455,
0x4E16,"世",0.22633125,0.184925,0.192725,0.291425,0.23625,
0x4E17,"丗",0.23473125,0.199225,0.205725,0.2716,0.262375,
0x4E18,"丘",0.1905625,0.1824,0.1872,0.197075,0.195575,
0x4E19,"丙",0.23499375,0.19955,0.1665,0.2924,0.281525,
0x4E1A,"业",0.19023125,0.203075,0.200475,0.18005,0.177325,
0x4E1B,"丛",0.18679375,0.21,0.2178,0.160625,0.15875,
0x4E1C,"东",0.1968125,0.1448,0.15,0.2854,0.20705,
0x4E1D,"丝",0.22011875,0.2326,0.227325,0.207925,0.212625,
0x4E1E,"丞",0.23104375,0.21725,0.235075,0.204275,0.267575,
0x4E1F,"丟",0.23228125,0.160875,0.179775,0.29625,0.292225,
0x4E20,"丠",0.221975,0.2474,0.232925,0.184375,0.2232,
0x4E21,"両",0.26863125,0.244075,0.230225,0.30205,0.298175,
0x4E22,"丢",0.22671875,0.219775,0.2264,0.2352,0.2255,
0x4E23,"丣",0.24326875,0.172525,0.1913,0.3034,0.30585,
0x4E24,"两",0.2653625,0.2336,0.2006,0.313925,0.313325,
0x4E25,"严",0.17298125,0,0.105125,0.290375,0.296425,
0x4E26,"並",0.231525,0.23215,0.2279,0.2309,0.23515,
0x4E27,"丧",0.22530625,0.2078,0.1841,0.265275,0.24405,
0x4E28,"丨",0.0595875,0.044875,0.0648,0.076,0.052675,
0x4E29,"丩",0.12265625,0.14275,0.1222,0.1007,0.124975,
0x4E2A,"个",0.11355,0.049725,0.05855,0.17665,0.169275,
0x4E2B,"丫",0.0811375,0.042025,0.0675,0.1102,0.104825,
0x4E2C,"丬",0.08656875,0.112325,0.05665,0.055275,0.122025,
0x4E2D,"中",0.1830375,0.148975,0.170575,0.219325,0.193275,
0x4E2E,"丮",0.201725,0.181675,0.178375,0.241825,0.205025,
0x4E2F,"丯",0.18281875,0.143525,0.1584,0.22545,0.2039,
0x4E30,"丰",0.1914875,0.146325,0.164125,0.23465,0.22085,
0x4E31,"丱",0.19955625,0.18115,0.20555,0.206475,0.20505,
0x4E32,"串",0.2504,0.19455,0.219475,0.3045,0.283075,
0x4E33,"丳",0.28811875,0.21815,0.236125,0.34035,0.35785,
0x4E34,"临",0.2586375,0.2577,0.2704,0.2633,0.24315,
0x4E35,"丵",0.2208125,0.140975,0.20925,0.269325,0.2637,
0x4E36,"丶",0.03630625,0.055025,0,0.06395,0.02625,
0x4E37,"丷",0.03731875,0.01795,0.01495,0.0594,0.056975,
0x4E38,"丸",0.1830875,0.207175,0.1659,0.240575,0.1187,
0x4E39,"丹",0.20929375,0.135225,0.113975,0.292325,0.29565,
0x4E3A,"为",0.1841375,0.20345,0.130925,0.237225,0.16495,
0x4E3B,"主",0.187725,0.191825,0.2126,0.18565,0.160825,
0x4E3C,"丼",0.21873125,0.19915,0.206175,0.225425,0.244175,
0x4E3D,"丽",0.27233125,0.255775,0.2548,0.288775,0.289975,
0x4E3E,"举",0.22905625,0.16435,0.163925,0.2994,0.28855,
0x4E3F,"丿",0.0666875,0.022875,0.11575,0,0.128125,
0x4E40,"乀",0.07010625,0.126625,0.032525,0.121275,0,
0x4E41,"乁",0.08358125,0.1162,0,0.0932,0.124925,
0x4E42,"乂",0.1389,0.1614,0.16005,0.11825,0.1159,
0x4E43,"乃",0.1664625,0.150525,0.123175,0.18075,0.2114,
0x4E44,"乄",0.1109625,0.080775,0.151825,0.062125,0.149125,
0x4E45,"久",0.14901875,0.15305,0.1441,0.16975,0.129175,
0x4E46,"乆",0.14806875,0.13615,0.153925,0.170675,0.131525,
0x4E47,"乇",0.16515,0.123475,0.1046,0.256375,0.17615,
0x4E48,"么",0.1473,0.181225,0.18425,0.1959,0.027825,
0x4E49,"义",0.1573875,0.1741,0.172175,0.130625,0.15265,
0x4E4A,"乊",0.0736625,0,0,0.1381,0.15655,
0x4E4B,"之",0.1597875,0.143875,0.20135,0.120225,0.1737,
0x4E4C,"乌",0.19383125,0.2302,0.13625,0.203475,0.2054,
0x4E4D,"乍",0.1568625,0.085725,0.108875,0.246525,0.186325,
0x4E4E,"乎",0.18265,0.1008,0.110325,0.238175,0.2813,
0x4E4F,"乏",0.18945,0.162625,0.191825,0.192425,0.210925,
0x4E50,"乐",0.19869375,0.156675,0.159675,0.259375,0.21905,
0x4E51,"乑",0.1949125,0.167625,0.16465,0.207525,0.23985,
0x4E52,"乒",0.18681875,0.125575,0.22485,0.194925,0.201925,
0x4E53,"乓",0.18580625,0.221575,0.12625,0.193725,0.201675,
0x4E54,"乔",0.20711875,0.14825,0.161825,0.281575,0.236825,
0x4E55,"乕",0.27249375,0.247775,0.2139,0.2962,0.3321,
0x4E56,"乖",0.24194375,0.19325,0.206325,0.3016,0.2666,
0x4E57,"乗",0.28381875,0.233975,0.254775,0.33475,0.311775,
0x4E58,"乘",0.2661625,0.23365,0.233475,0.296725,0.3008,
0x4E59,"乙",0.15136875,0.135375,0.169675,0.15005,0.150375,
0x4E5A,"乚",0.10006875,0.129625,0.145625,0.125025,0,
0x4E5B,"乛",0.0632,0,0,0.0959,0.1569,
0x4E5C,"乜",0.172675,0.197125,0.1331,0.21935,0.141125,
0x4E5D,"九",0.16026875,0.193,0.131375,0.210075,0.106625,
0x4E5E,"乞",0.1764625,0.132,0.161875,0.2194,0.192575,
0x4E5F,"也",0.2115625,0.22405,0.1556,0.23175,0.23485,
0x4E60,"习",0.16900625,0.212575,0.100075,0.173275,0.1901,
0x4E61,"乡",0.1719875,0.16115,0.19715,0.200875,0.128775,
